idr_name,NAME,"GO:1903214,regulation of protein targeting to mitochondrion","GO:0006626,protein targeting to mitochondrion","GO:0006613,cotranslational protein targeting to membrane","GO:1903955,positive regulation of protein targeting to mitochondrion","GO:0005739,mitochondrion","GO:0005743,mitochondrial inner membrane","GO:0005759,mitochondrial matrix","GO:0005741,mitochondrial outer membrane","GO:0005740,mitochondrial envelope","GO:0005758,mitochondrial intermembrane space","GO:0098798,mitochondrial protein complex","GO:0098573,intrinsic component of mitochondrial membrane","GO:0098799,outer mitochondrial membrane protein complex","GO:0031966,mitochondrial membrane","GO:0051646,mitochondrion localization","GO:0051654,establishment of mitochondrion localization","GO:0005730,nucleolus","GO:0005654, nucleoplasm"
HUMAN05342_245to278,Q9H5J8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN05342_85to122,Q9H5J8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN05346_50to86,Q9NVC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05350_377to426,Q96RD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05352_1to34,Q9NYM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05352_367to423,Q9NYM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05353_509to708,P49959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05356_1to126,A0A1B0GVM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05357_1to184,P22083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05358_1to101,Q7Z3Z4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05361_1to952,Q8IY63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05362_1to183,Q9P013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05363_341to523,Q6B0I6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05364_338to506,B2RXH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05365_94to282,Q9BRL6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05366_270to330,O94919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05367_271to316,P58005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05368_140to339,Q5HYJ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05368_1to126,Q5HYJ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05370_1to484,Q86XR8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05373_1to73,Q13614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05374_1to1108,Q8IZL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05375_1to330,Q8N4S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05378_579to820,A6NI28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05380_1to556,P06401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05380_636to678,P06401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05382_1to90,Q9Y210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05382_792to850,Q9Y210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05383_112to144,Q86XS5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05383_22to101,Q86XS5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05387_1to440,P46937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05388_102to157,Q13489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05388_340to377,Q13489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05388_424to454,Q13489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05390_118to178,Q13490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05390_1to39,Q13490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05390_351to392,Q13490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05391_26to161,Q8N131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05394_1to31,O60882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05406_1to44,Q9BTE7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05412_80to139,Q8WTU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05418_86to131,P29466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05422_867to902,P48058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05425_82to345,Q8NCY6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05429_1to83,P33402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05430_1to542,Q2TBE0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05431_511to619,Q96BT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05434_336to374,Q8IXU6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05439_72to1427,Q14207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05441_831to884,Q13315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN05447_1273to1989,Q8NEV8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05447_1to1243,Q8NEV8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05448_1to43,Q13206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05448_507to875,Q13206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05449_1to197,Q6NUJ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05450_204to236,Q9C0D7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05450_20to160,Q9C0D7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05450_392to774,Q9C0D7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05450_792to831,Q9C0D7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05451_421to542,P35241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05453_1to63,P10109,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HUMAN05454_1to72,Q9P2F6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05454_314to356,Q9P2F6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05454_563to1191,Q9P2F6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05455_1to216,Q8IXP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05456_1to66,A8K830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05457_1to256,Q16633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05458_123to223,Q9NY30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05460_50to169,Q6PI97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05462_1to33,Q6UX15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05463_341to896,Q9H0K1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05478_1to73,Q96A22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05479_128to335,Q155Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05479_456to598,Q155Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05480_181to215,P10515,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
HUMAN05480_308to351,P10515,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
HUMAN05480_4to38,P10515,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
HUMAN05481_166to213,Q8WWB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05482_104to292,Q6ZUT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05482_20to96,Q6ZUT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05485_1to36,O14521,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
HUMAN05490_1to47,Q9BXU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05491_1to41,Q9BYV7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HUMAN05493_149to180,Q6UQ28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05498_33to77,Q9H892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05499_297to354,Q8NFD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05501_1to30,P14416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05501_219to374,P14416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05502_1to87,Q9H3S3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05505_192to229,C9JDP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05506_101to139,Q96RU2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05506_454to552,Q96RU2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05506_698to798,Q96RU2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05511_360to410,P46098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05512_127to365,Q05516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05514_1to90,Q6IPW1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05517_1to39,Q9Y3B8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HUMAN05521_1to37,Q96DL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05522_335to376,Q9BY67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05522_398to442,Q9BY67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05525_1to498,Q9BRD0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05526_1to39,O75312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN05541_1to46,Q16549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05541_694to748,Q16549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05542_1to261,Q8ND24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05542_425to551,Q8ND24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05542_610to653,Q8ND24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05544_1004to1255,Q9UPV0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05544_102to688,Q9UPV0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05544_1285to1328,Q9UPV0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05544_788to843,Q9UPV0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05545_1616to2047,Q8TD84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05551_1to197,Q9BYE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05553_230to477,Q13651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05557_1to55,Q9NRS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05558_187to228,Q8IWT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05559_180to215,O60939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05560_299to394,Q86YT9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05561_181to215,Q6UWV2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05563_175to215,O60487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05564_154to207,P07766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05565_129to171,P04234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05567_140to182,P09693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05569_1to77,Q14139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05571_1665to1704,Q03164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05571_1802to1860,Q03164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05571_1to1392,Q03164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05571_2077to3663,Q03164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05580_1to62,Q9NQC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05584_135to1194,Q86UU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05586_1to94,P26196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05587_1to37,P32302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05588_1to1499,Q86UU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN05590_70to168,Q6PIV2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05595_1to42,P62851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN05599_566to694,Q9Y4L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05599_910to999,Q9Y4L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05609_33to80,O14523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05609_410to706,O14523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05610_404to460,Q9BQA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05610_486to517,Q9BQA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05611_1to43,Q9H172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05611_333to364,Q9H172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05612_39to69,Q86UT6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
HUMAN05613_429to459,Q86UT5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05615_1to62,Q494R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05616_1to50,P22681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05616_437to855,P22681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05617_524to559,P43121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05617_588to646,P43121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05618_299to374,Q9BY78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05619_1to100,Q9BXJ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05627_1to63,Q14134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05631_1to189,Q9UKI9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN05631_256to288,Q9UKI9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN05631_334to436,Q9UKI9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN05634_1136to1241,Q9NZN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05634_1267to1405,Q9NZN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05634_1422to1489,Q9NZN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05634_149to345,Q9NZN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05634_1to64,Q9NZN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05634_564to764,Q9NZN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05635_859to889,Q16099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05638_261to299,O75845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05641_1to36,Q8TF42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05641_336to380,Q8TF42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05642_220to304,O95727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05642_314to393,O95727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05643_1to778,Q6NUN7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05644_29to233,Q3C1V8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05645_615to646,P11142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05646_260to349,Q9H6B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05649_177to215,Q9NY72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05650_128to273,O95125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN05650_283to394,O95125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN05653_175to225,Q6GV28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05676_1to31,Q3YBR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05676_355to411,Q3YBR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05676_66to166,Q3YBR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05678_54to151,Q15506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05679_1to78,Q92686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05680_269to327,Q96IQ7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05683_1to101,Q6P1R3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05683_205to287,Q6P1R3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05683_435to466,Q6P1R3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05685_1026to1386,Q96MS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05685_1to37,Q96MS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05685_971to1018,Q96MS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05686_427to463,Q8WZ75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05686_492to910,Q8WZ75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05686_959to1007,Q8WZ75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05687_267to416,Q14CZ8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05690_239to282,Q8TED4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05692_166to472,Q96KN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05692_1to70,Q96KN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05693_1to223,Q99689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05693_249to336,Q99689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05695_34to88,O14681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05697_434to465,P46977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05698_271to339,O14757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05700_1to198,P26436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05705_1to191,Q96M11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05706_434to481,Q9BZE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05708_1to67,Q9UHL0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05710_1166to1216,Q4KMG0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05711_18to70,Q96CM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05713_128to320,P08240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05716_31to80,P58753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05717_1to38,Q96C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05720_564to636,Q8IZU9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05720_701to778,Q8IZU9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05724_1to119,Q01543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05724_200to262,Q01543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05726_1to48,P48544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05726_373to419,P48544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05730_30to109,A7KAX9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN05730_570to2087,A7KAX9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN05731_1to279,Q9UMQ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05732_246to275,Q96B21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05733_202to369,Q6P4R8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05733_654to1299,Q6P4R8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05734_316to517,Q9NQV6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05734_98to166,Q9NQV6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05734_990to1027,Q9NQV6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05737_1to41,Q06481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05737_206to318,Q06481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05737_568to710,Q06481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05738_1to34,Q9Y5Y6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05741_143to213,Q9UP79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05741_1to35,Q9UP79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05742_143to211,Q8TE58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05742_805to834,Q8TE58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05743_1to71,Q92543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05743_275to513,Q92543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05743_669to742,Q92543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05743_774to816,Q92543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05750_695to726,Q9UPX0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05750_750to1349,Q9UPX0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05752_273to310,Q9BX67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05754_1267to1417,P42695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05754_154to200,P42695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05757_299to336,Q4G0F5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05759_1to51,Q9P016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05763_1to72,Q9P2W7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05764_1105to1182,Q9UPP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05764_1to655,Q9UPP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05764_996to1088,Q9UPP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN05765_1to36,P48065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN05765_577to614,P48065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
